No,관리기관명,카메라대수,위도,경도,지번주소,도로명주소
216,관악구청,3,37.46214932,126.9190691,서울특별시 관악구 신림동 1736-7,서울특별시 관악구 난곡로 78
217,관악구청,3,37.46038014,126.9207484,서울특별시 관악구 신림동 1735-16,서울특별시 관악구 난곡로 42
218,관악구청,3,37.48646711,126.9433624,서울특별시 관악구 봉천동 982-2,서울특별시 관악구 은천로 72-1
219,관악구청,3,37.47447203,126.9382182,서울특별시 관악구 신림동 산 149-52,서울특별시 관악구 서림길 35
220,관악구청,1,37.47427683,126.9753763,서울특별시 관악구 남현동 1121,서울특별시 관악구 남현6길 13
221,관악구청,5,37.48465802,126.9473251,서울특별시 관악구 봉천동 975-5,서울특별시 관악구 양녕로2가길 29
222,관악구청,4,37.47187468,126.9379657,서울특별시 관악구 신림동 118-5,서울특별시 관악구 신림로14길 23
223,관악구청,1,37.47172852,126.9363487,서울특별시 관악구 신림동 117-20,서울특별시 관악구 신림로18길 11
224,관악구청,1,37.46178249,126.916206,서울특별시 관악구 신림동 산 105-39,서울특별시 관악구 난향3길 36
225,관악구청,5,37.47501374,126.9751543,서울특별시 관악구 남현동 1121,서울특별시 관악구 남부순환로262길 25
226,관악구청,1,37.47847037,126.9132323,서울특별시 관악구 신림동 1493-2,서울특별시 관악구 남부순환로144길 64
227,관악구청,5,37.47698843,126.9169816,서울특별시 관악구 신림동 808-168,서울특별시 관악구 난우길 40
228,관악구청,1,37.4770987,126.9183334,서울특별시 관악구 신림동 808-167,서울특별시 관악구 난우길 40
229,관악구청,1,37.47245372,126.9121656,서울특별시 관악구 신림동 1684,서울특별시 관악구 미성길 122
230,관악구청,1,37.49073231,126.9289083,서울특별시 관악구 봉천동 705-12,서울특별시 관악구 당곡길 35
231,관악구청,2,37.49269505,126.926966,서울특별시 관악구 봉천동 728-1,서울특별시 관악구 보라매로 36
232,관악구청,4,37.48799776,126.9318332,서울특별시 관악구 봉천동 984-11,서울특별시 관악구 봉천로 273-1
233,관악구청,4,37.48994163,126.9535431,서울특별시 관악구 봉천동 1712-10,서울특별시 관악구 관악로 285
